fips,num_beds,num_icu,bed_util
13067,1015,89,0.7397425
13069,88,10,0.527971
13071,168,16,0.79847
13075,33,6,0.088751
13077,204,23,0.63092255
13081,73,16,0.517471
13083,36,6,
13087,80,10,0.196952
13089,1326,180,0.559445425
13091,94,6,0.345548
13095,691,50,0.599089
13097,108,8,0.698066
13099,25,3,0.631737
13103,25,4,0.265644
13105,25,4,0.143309
13107,72,8,0.199391
13109,49,9,0.076377
13111,50,5,0.177479
13113,282,66,0.812888
13115,514,42,0.702119
13117,304,24,0.677308
13119,56,8,0.320646
13121,4099,510,0.684527875
13127,300,12,0.582365
13129,69,8,0.642644
13131,60,4,0.356164
13133,50,8,0.4689315
13135,634,70,0.704271
13137,53,4,0.300129
13139,657,85,0.801991
13143,25,3,0.823379
13151,215,33,0.740033
13153,276,36,0.5850705
13155,34,6,0.120467
13157,90,5,0.122798
13159,17,2,0.313242
13161,35,4,0.292384
13163,37,6,0.125065
13165,25,3,0.069589
13173,25,4,0.259836
13175,190,16,0.536136
13179,25,4,0.299726
13185,330,48,0.639516
13187,52,32,
13189,25,4,0.589918
13193,49,4,0.024284
13199,25,4,0.496219
13201,25,4,0.841973
13205,23,4,0.68789
13207,25,5,0.501479
13211,25,4,0.555178
13213,42,5,0.148795
13215,1059,61,0.526528333
13217,101,10,0.48601
13223,112,8,0.690705
13225,25,4,0.776877
13227,52,6,0.699104
13233,25,4,0.84537
13235,49,6,0.158007
13241,25,4,0.2376986
13243,25,4,0.147616
13245,2029,389,0.705792
13247,138,16,0.758069
13251,25,4,0.216658
13253,65,8,0.229894
13255,160,22,0.578202
13257,96,6,0.213328
13261,76,9,0.539625
13267,25,4,0.290301
13275,264,35,0.650394
13277,241,20,0.620586
13279,57,8,0.769494
13281,25,4,0.326356
13285,276,20,0.293042
13291,45,5,0.501651
13293,115,28,0.372288
13297,77,7,0.33111
13299,231,10,0.518708
13303,56,10,0.141047
13305,88,12,0.378674
13313,282,34,0.413465
13317,25,4,0.390356
13321,25,4,0.530082
15001,333,28,0.66522105
15003,1536,139,0.61445975
15007,111,10,0.5041055
15009,247,26,0.432083667
16001,976,90,0.505135333
16005,205,20,0.585182
16007,21,4,0.2473581
16009,19,3,0.191348
16011,33,6,0.660384
16013,25,4,0.302575
16017,25,4,0.450301
16019,420,74,0.4323615
16021,20,3,0.138767
16023,14,2,0.051272
16027,343,41,0.424137333
16029,25,4,0.122082
16031,25,6,0.337961
16035,23,4,0.259917
16039,25,4,0.4178734
16041,20,3,0.28863
16045,16,2,0.200422
16047,18,3,0.427569
16049,41,7,0.2641461
16053,25,4,0.235726
16055,364,61,0.407522
16057,25,3,0.492055
16059,18,3,0.193455
16065,69,4,0.289511
16067,25,3,0.387671
16069,145,9,0.348952
16071,11,2,0.326277
16077,10,2,0.166301
16079,25,4,0.18591
16081,13,2,0.1028451
16083,224,30,0.540714
16085,25,4,0.1516095
16087,25,3,0.132372
17001,307,25,0.539689
17005,42,6,0.317466
17011,94,9,0.323584
17019,603,39,0.5418945
17021,47,8,0.385584
17025,20,3,0.309863
17027,70,8,0.209085
17029,149,14,0.596091
17031,15290,1464,0.522577659
17033,63,4,0.359671
17037,123,16,0.378505
17039,25,3,0.081279
17043,1693,219,0.640483667
17045,25,4,0.595945
17049,133,10,0.287383
17051,110,4,0.346411
17053,41,2,0.401096
17055,16,3,0.092384
17057,87,5,0.448423
17061,25,4,0.114082
17063,89,8,0.42241
17065,25,4,0.349699
17067,18,3,0.323896
17069,25,4,0.284055
17073,86,7,0.26537
17075,25,5,0.152438
17077,179,25,0.5390615
17081,181,22,0.3888265
17083,65,4,0.152114
17085,25,3,0.254794
17089,1100,120,0.4952858
17091,500,27,0.4019585
17095,254,18,0.2932795
17097,948,108,0.5490994
17099,171,13,0.344658667
17101,25,4,0.218301
17103,80,6,0.325944
17105,42,5,0.40274
17107,25,4,0.429151
17109,60,7,0.310563
17111,370,55,0.4543775
17113,370,54,0.4590685
17115,424,35,0.4711945
17117,50,8,0.22126
17119,929,62,0.4614636
17121,149,13,0.375832
17125,25,4,0.127781
17127,25,4,0.404822
17131,22,4,0.127397
17135,50,9,0.3691505
17137,131,9,0.350411
17141,16,4,0.175504
17143,1176,107,0.583841667
17145,42,7,0.3686125
17147,16,3,0.307192
17149,35,4,0.112548
17157,171,29,0.328767
17159,134,8,0.267794
17161,472,27,0.3157335
17163,736,63,0.5095565
17165,102,11,0.3145955
17167,915,93,0.7103035
17169,22,4,0.167497
17173,30,5,0.126484
17177,100,8,0.373671
17179,132,12,0.213247
17181,47,4,0.256986
17183,198,16,0.2176455
17185,25,4,0.275507
17187,23,4,0.173913
17189,50,4,0.227273
17191,55,4,0.18389
17195,123,13,0.3671105
17197,923,97,0.54006
17199,212,26,0.48794
17201,927,99,0.546777
17203,25,4,0.132493
18001,25,4,0.610082
18003,1306,206,0.495047333
18005,225,17,0.395053
18009,15,4,0.405662
18011,68,8,0.291781
18017,44,5,0.284903
18019,153,22,0.603134
18021,25,4,0.078247
18023,25,5,0.167233
18027,42,5,0.270385
18029,86,8,0.338069
18031,25,4,0.443178
18033,37,8,0.423547
18035,320,36,0.679974
18037,111,26,0.32889
18039,322,35,0.502694
18043,246,18,0.4902865
18049,25,4,0.394192
18051,25,5,0.175343
18053,106,19,0.446188
18055,25,5,0.282082
18057,610,90,0.3459081
18059,73,26,0.368291
18061,25,4,0.524493
18063,260,28,0.513117
18065,48,10,0.454509
18067,220,21,0.4000295
18069,36,6,0.331126
18071,91,7,0.262984
18073,25,4,0.174027
18075,25,4,0.237516
18077,88,6,0.338636
18079,25,4,0.070685
18081,83,6,0.196435
18083,99,30,0.557548
18085,72,14,0.318075
18087,25,4,0.331726
18089,1524,181,0.485992111
18091,278,34,0.356376
18093,50,11,0.323233
18095,303,42,0.359008
18097,3396,439,0.606430778
18099,69,11,0.2158445
18103,25,4,0.331507
18105,286,24,0.4785425
18107,29,5,0.286349
18109,83,10,0.227562
18113,31,5,0.414582
18117,24,4,0.080936
18123,25,4,0.326356
18127,276,32,0.623679
18131,25,4,0.354192
18133,25,6,0.288548
18135,25,4,0.124932
18137,25,7,0.504219
18139,25,4,0.147178
18141,807,111,0.479873667
18143,25,4,0.318575
18145,46,6,0.591662
18149,15,1,0.22411
18151,25,2,0.446137
18153,25,4,0.26411
18157,373,30,0.612255
18159,25,4,0.313644
18163,765,127,0.5405305
18165,25,6,0.203726
18167,397,54,0.479418
18169,18,3,0.338072
18171,16,4,0.354966
18173,187,75,0.526190333
18175,25,4,0.054356
18177,163,30,0.630776
18179,62,7,0.18913
18181,25,4,0.24811
18183,30,5,0.393699
19001,25,4,0.044274
19003,22,4,0.072603
19005,25,5,0.26389
19007,45,3,0.151123
19009,25,4,0.072986
19011,25,4,0.1820274
19013,675,29,0.337730667
19015,42,4,0.374685
19017,50,7,0.2434605
19019,25,4,0.142904
19021,35,4,0.298521
19025,25,2,0.125699
19027,116,9,0.242512
19029,33,4,0.352548
19033,346,18,0.560976
19035,25,4,0.37337
19037,18,1,0.354452
19039,25,4,0.280329
19041,99,9,0.361868
19043,50,7,0.160877
19045,265,12,0.266995
19047,25,4,0.212164
19049,25,4,0.08526
19051,25,4,0.09863
19053,25,2,0.222665
19055,25,4,0.260931
19057,213,12,0.461946
19059,49,8,0.181569
19061,470,21,0.363132667
19063,25,4,0.221793
19065,50,8,0.134685
19067,25,4,0.308384
19069,25,4,0.156712
19071,25,4,0.108603
19073,25,4,0.187836
19075,80,4,0.097096
19077,25,4,0.167781
19079,25,4,0.327781
19081,25,4,0.281425
19083,35,3,0.3498
19085,25,4,0.165918
19087,74,4,0.180055
19089,19,3,0.187367
19091,49,3,0.2067687
19093,25,4,0.224877
19095,25,4,0.274959
19097,25,4,0.194411
19099,68,8,0.165069
19101,25,4,0.377425
19103,1383,76,0.5161765
